Username,Lesson Name,Teacher Name,Text,Point
bw,PSY101,Gaye Soley,bw PSY101 dersini Gaye Soley hocasından ne iyi ne kötü buluyor.,0.5
ladyofwhispers,PSY101,Gaye Soley,ladyofwhispers PSY101 dersini Gaye Soley hocasından ne iyi ne kötü buluyor.,0.5
hevesimkalmadi,PSY101,Gaye Soley,hevesimkalmadi PSY101 dersini Gaye Soley hocasından ne iyi ne kötü buluyor.,0.5
sanzapanco,PSY101,Gaye Soley,"psikolojiye olan sınırlı ilgimi de tükettim bu derste zira gerçekten beni epey boğdu bu ders. ilgilisine belki hitap edebilir, zorunlu olmasından ötürü aldım, çok bir şey öğrendiğimi düşünmüyorum-malumat sadece ama tabi ki dersin amacı da buydu kuvvetle muhtemel, 101 sonuçta. diyeceğim şey, seçmeli yerine alınmamalı.",0.5
Kropotkin,PSY101,Gaye Soley,Kropotkin PSY101 dersini Gaye Soley hocasından ne iyi ne kötü buluyor.,0.5
deeznutter,PSY101,Gaye Soley,"Online dönemde aldım dersi. Konular çok keyifliydi ve hocanın önerdiği textbook kaliteliydi. Ders kayıtlarını yalnızca sınav öncesinde hızlandırıp, not alarak izledim. Hocanın anlatımı fena değildi, kendisi sempatik biriydi ama sürükleyici olduğunu söyleyemem, yavaş anlatıyor ve arada bir takılıyor. Çok yüksek oranda slaytlardan çıktı sınav soruları, bir kaç tane de slaytlarda bulunmayan, anlamsız derecede spesifik soru vardı.",0.5
eko,PSY101,Gaye Soley,eko PSY101 dersini Gaye Soley hocasından ne iyi ne kötü buluyor.,0.5
xxxx.,PSY101,Gaye Soley,xxxx. PSY101 dersini Gaye Soley hocasından ne iyi ne kötü buluyor.,0.5
SimitciiSimiit,PSY101,Gaye Soley,"Gaye Hoca tatlı bir insan ama maalesef derste sıkılmaktan kendimi alamadım. Hocanın sürekli ııılaması ve dikkatinin dağılması benim de dikkatimi dağıtıyor ve her ne kadar bu dersin konuları hoşuma gitmişse de (en başta), dönem bittikten sonra aklımda hiçbir şey kalmadı diyebilirim. Sınavlara gelirsek, hocanın 2 haftada 1 yaptığı quizler stres kaynağı. Sorulara geri dönmek yok. Süreniz az ve arada bırakan çokça soru olabiliyor. Hadi bir şekilde aldınız diyelim. (ki büyük ihtimal alabilirsiniz çünkü çok fazla kotası var) Hoca dersleri kaydediyor onları mutlaka izleyin. Derste verdiği örneklerin aynılarını quizlerde soruyor. Derslerde izlettiği psikolojik deney videolarının içeriğiyle ilgili de soru soruyor, o yüzden onları da dikkatlice dinleyin. Sınava çalışırken hocanın dersini izleyip not almanız ve kitabı belki 1 defa okusanız yeterli gelir. Ayrıca hocanın düzenlediği ekstra kredi veren anket, deneylere vs. de katılın dönem sonunda iyi ki katılmışım be oh diyorsunuz.",0.5
ez.,PSY101,Gaye Soley,Bu ders için beklentilerim çok yüksekti. Psikolojiye de ilgim vardı ama Gaye hocanın anlatımı maalesef çok sıkıcı. Dersteki konular zevkli olsa bile asla dinleyemedim çünkü ses tonu bile değişmeden bir yerden okuyor gibi anlatıyor. Yine de alırsanız geçmesi çok zor değil o yüzden alınabilir.,0.5
lilly,PSY101,Gaye Soley,"ilk derslerde hoca çok heyecanlıydı sanırım o yüzden anlatırken takılıyordu, dikkati dağılıyordu ve benim de dikkatim dağılmaya başladı o yüzden dersi dinlemeyi bıraktım. finale girmeden önce kitabı okudum sadece ve çok da kötü bir not almadım. yani dersi kendi kendime sınavdan önce öğretmiş gibi oldum hocanın pek bir faydası olmadı maalesef...",0.5
PR7MF892A,PSY233,Gaye Soley,"Monoton bir sesle, dümdüz slaytları okur. Bir süre sonra derse girmenin çok gereksiz olduğunu görebilirsiniz. Bir de diğer bölüm hocalarına kıyasla azıcık daha mesafeli ve daha az esnektir. Seçtiğiniz okumalar üzerine dönemde 4 ya da 5 reaction paper yazarsınız, iki de çoktan seçmeli sınav olursunuz, yani gayet standart, ortalama bir zorluğu ve notlandırması vardır. Gelişime, bilişe ilginiz varsa ve öğrenme işini daha çok kendiniz yapma konusunda bir sorununuz yoksa alınız.",0.5
bocek,PSY101,Gaye Soley,"bu dönem çok insanı çok yormuş anladığım kadarıyla ama şahsen ben (belki konuya ilgim de olduğu için) o kadar zorlanmadım. evet sürpriz quiz yapıyor ama tamamen sürpriz de değil, iki ünite bittikten sonraki ilk üç dersten birinde yapıyor hep. dersi kötü anlattığını da düşünmüyorum. ben derslere düzenli girip iki ünite bittikten sonraki ilk ders quiz yapacakmış gibi düşünerek slaytlardan tekrar ediyorum, iyi notlar aldım şu ana kadar. dersin zorluğu biraz abartılıyor gibi geliyo açıkçası ama belki de benim şansım yaver gitmiştir.",0.5
ikincikuzeyurdu,PSY101,Gaye Soley,Bu ders ilk başlarda çok güzel gidiyor sonra gitgide ezberleşmeye başlıyor hele klinik psikoloji diye bir başlık var aman yarabbi sınavdan çıktığınız anda unutacağınız 500 terim ezberlemeniz gerekiyor bundan ibaret size hiçbir şey katmıyor. Deneylere üşenmeyip gitmenizi tavsiye ederim.,0.5
abdleer,TK221,Hülya Bulut,abdleer TK221 dersini Hülya Bulut hocasından şiddetle önermiyor.,0
Lowyer,TK221,Hülya Bulut,Lowyer TK221 dersini Hülya Bulut hocasından şiddetle önermiyor.,0
Kropotkin,TK222,Hülya Bulut,Hoca tatlı biri ama TK'cılar arasından en detay soran hoca. Diğer arkadaşlar kitabın başlığını yazıp AA'lıyor seninse saçma şekilde detay akılda tutman gerekiyor bu kadar kasılmadığı bariz bir ders olmasına rağmen.,0
dionysus,TK222,Hülya Bulut,dionysus TK222 dersini Hülya Bulut hocasından şiddetle önermiyor.,0
nickim,TK221,Hülya Bulut,Dersleri inanılmaz sıkıcı minnoşluğu beni bağlamaz,0
archive,TK222,Hülya Bulut,archive TK222 dersini Hülya Bulut hocasından kesinlikle öneriyor.,1
archive,TK221,Hülya Bulut,archive TK221 dersini Hülya Bulut hocasından kesinlikle öneriyor.,1
blueberry,TK222,Hülya Bulut,blueberry TK222 dersini Hülya Bulut hocasından kesinlikle öneriyor.,1
blueberry,TK221,Hülya Bulut,blueberry TK221 dersini Hülya Bulut hocasından kesinlikle öneriyor.,1
lingwist,TK222,Hülya Bulut,lingwist TK222 dersini Hülya Bulut hocasından kesinlikle öneriyor.,1
lingwist,TK221,Hülya Bulut,Sakin ve saygılı birisi. Söylendiği gibi anlayışlı ve öğrenci dostu. Kompleksleri olmayan bir insan. Dersi de gereğinden fazla sıkıcı değil. Konuya biraz ilginiz varsa dinlenir. Dersi dinleyip not alarak geçilebilecek bir ders.,1
perse,TK222,Hülya Bulut,perse TK222 dersini Hülya Bulut hocasından kesinlikle öneriyor.,1
seymaalbayraak,TK222,Hülya Bulut,seymaalbayraak TK222 dersini Hülya Bulut hocasından kesinlikle öneriyor.,1
Lagertha,TK222,Hülya Bulut,Lagertha TK222 dersini Hülya Bulut hocasından kesinlikle öneriyor.,1
burak,TK222,Hülya Bulut,burak TK222 dersini Hülya Bulut hocasından kesinlikle öneriyor.,1
helen.,TK222,Hülya Bulut,helen. TK222 dersini Hülya Bulut hocasından kesinlikle öneriyor.,1
Ozan98,TK222,Hülya Bulut,"Gördüğüm en öğrenci dostu öğretmenlerden biri olmasının yanında anlattıklarıyla ufkumu genişleten, oldukça donanımlı bir insan. Sınavlarında direkt derste anlattıklarını sorar. Dersi dinleyen ve hocanın sınavda çıkabilir dediği konuları tekrar eden kişi rahatlıkla AA alabilir. Dönem boyunca kanaat notunu artırmak isteyen öğrencilerle ekstra kitap, film yorumlama dersleri yapar.",1
Chancourtois,TK222,Hülya Bulut,"Çok iyiydi, dersin bitmesine üzüldüm doğrusu. Dersler oldukça etkileşimli geçiyor, hiç sıkılmıyorsunuz. Hocanın anlatım şekli, işlenen konular, okunan materyaller derken genel olarak güzel bir ders. TK derslerinde hoca dersin gidişatını ve çekilebilirliğini çok etkiliyor. Bu hoca değil çekilir yapmak gayet de zevkli hale getirdi benim için. Keşke 221'i de kendisinden almış olsaydım dedim.",1
princesscarolyn,TK221,Hülya Bulut,princesscarolyn TK221 dersini Hülya Bulut hocasından kesinlikle öneriyor.,1
Nyan,TK222,Hülya Bulut,Bazı hocalar vardır sevdiğiniz dersten nefret ettirir. Bazı hocalar vardır nefret ettiğiniz dersi sevdirir. Bu hoca ikincisinden.,1
evathestar,TK221,Hülya Bulut,evathestar TK221 dersini Hülya Bulut hocasından kesinlikle öneriyor.,1
jigglypuff,TK222,Hülya Bulut,"bütün övgüleri hak eden muazzam bir hoca. sadece edebiyatı değil tarihiyle, kendi fikirleriyle, film ve kitap önerileriyle büyük bir çerçeveyi anlatıyor. tekrar olsa tekrar ondan alırdım. çok güzel bir deneyimdi. aşığız <3",1
1234,TK221,Hülya Bulut,"Dünyanın en minnoş hocalarından biri. Hiç bir dersini kaçırmadım, dönem içinde en eğlendiğim dersti. Çok öğrenci dostu birisi, elinden geldiğince her konuda yardımcı oluyo. Ben derslerde anlattığı önemleri şeyleri not ettim, sınavda sorduğu her şey notlarımda vardı beni hiç zorlamadı. Derslerine katılırsanız çok kolay AA alınacağını düşünüyorum",1
krameri,TK222,Hülya Bulut,krameri TK222 dersini Hülya Bulut hocasından kesinlikle öneriyor.,1
krameri,TK221,Hülya Bulut,krameri TK221 dersini Hülya Bulut hocasından kesinlikle öneriyor.,1
Damdadam,TK222,Hülya Bulut,Damdadam TK222 dersini Hülya Bulut hocasından kesinlikle öneriyor.,1
yumurta,TK221,Hülya Bulut,her ders başlangıcında günaydın canlarımla başlayıp biz derse girdikçe ismimizle hitap edip günaydın dileyerek güne pozitif başlatan değerli bir hoca💚,1
nopaew,TK221,Hülya Bulut,nopaew TK221 dersini Hülya Bulut hocasından kesinlikle öneriyor.,1
Frankeinstein,TK221,Hülya Bulut,Frankeinstein TK221 dersini Hülya Bulut hocasından kesinlikle öneriyor.,1
lily,TK221,Hülya Bulut,lily TK221 dersini Hülya Bulut hocasından kesinlikle öneriyor.,1
Bounkedisi,TK222,Hülya Bulut,Bounkedisi TK222 dersini Hülya Bulut hocasından kesinlikle öneriyor.,1
Bounkedisi,TK221,Hülya Bulut,"Çok anlayışlı ve dersini çok güzel anlatan bir hoca. Sınavlarda da zorlayan, anlaşılmaz sorularla sizi yormaz çünkü soruları gördüğünüz an konuştuklarınızı hatırlarsınız. Dönem boyunca derste okuduklarımızın haricinde çok güzel tavsiyelerde bulunur ve öğrencilerine çok şey katar.",1
bilimbarbarı,TK221,Hülya Bulut,bilimbarbarı TK221 dersini Hülya Bulut hocasından kesinlikle öneriyor.,1
Mycroft,TK221,Hülya Bulut,Mycroft TK221 dersini Hülya Bulut hocasından kesinlikle öneriyor.,1
SooSoo,TK222,Hülya Bulut,SooSoo TK222 dersini Hülya Bulut hocasından kesinlikle öneriyor.,1
SooSoo,TK221,Hülya Bulut,SooSoo TK221 dersini Hülya Bulut hocasından kesinlikle öneriyor.,1
eva,TK221,Hülya Bulut,eva TK221 dersini Hülya Bulut hocasından kesinlikle öneriyor.,1
tttttttt,TK221,Hülya Bulut,tttttttt TK221 dersini Hülya Bulut hocasından kesinlikle öneriyor.,1
ekonuk,TK222,Hülya Bulut,ekonuk TK222 dersini Hülya Bulut hocasından kesinlikle öneriyor.,1
jacknjacks,TK222,Hülya Bulut,jacknjacks TK222 dersini Hülya Bulut hocasından kesinlikle öneriyor.,1
killthemosquito,TK222,Hülya Bulut,killthemosquito TK222 dersini Hülya Bulut hocasından kesinlikle öneriyor.,1
sisi,TK222,Hülya Bulut,sisi TK222 dersini Hülya Bulut hocasından kesinlikle öneriyor.,1
adiitu,TK221,Hülya Bulut,adiitu TK221 dersini Hülya Bulut hocasından kesinlikle öneriyor.,1
Mert Tüzün,TK221,Hülya Bulut,Mert Tüzün TK221 dersini Hülya Bulut hocasından kesinlikle öneriyor.,1
savoyprensi,TK222,Hülya Bulut,savoyprensi TK222 dersini Hülya Bulut hocasından kesinlikle öneriyor.,1
Yeet,TK221,Hülya Bulut,Yeet TK221 dersini Hülya Bulut hocasından kesinlikle öneriyor.,1
Yeet,TK222,Hülya Bulut,Yeet TK222 dersini Hülya Bulut hocasından kesinlikle öneriyor.,1
scorpie,TK221,Hülya Bulut,scorpie TK221 dersini Hülya Bulut hocasından kesinlikle öneriyor.,1
snown,TK221,Hülya Bulut,"çok tatlı, sınavları asla zor değil. dersi takip etmeniz yeterli. 221-222 ikisini de hülya hocadan alarak AA ile geçtim, kendisini de pek severim:)",1
ikincikuzeyurdu,TK221,Hülya Bulut,"Sınavları zorlamıyor asla, absürt beklentileri yok öğrencilerden ve çok cana yakın bir hoca. Kesinlikle tavsiye ediyorum.",1
Sude,TK222,Hülya Bulut,Sude TK222 dersini Hülya Bulut hocasından kesinlikle öneriyor.,1
ms,TK222,Hülya Bulut,ms TK222 dersini Hülya Bulut hocasından kesinlikle öneriyor.,1
ms,TK221,Hülya Bulut,ms TK221 dersini Hülya Bulut hocasından kesinlikle öneriyor.,1
polatalemdar,TK222,Hülya Bulut,polatalemdar TK222 dersini Hülya Bulut hocasından kesinlikle öneriyor.,1
polatalemdar,TK221,Hülya Bulut,polatalemdar TK221 dersini Hülya Bulut hocasından kesinlikle öneriyor.,1
orhan,TK222,Hülya Bulut,orhan TK222 dersini Hülya Bulut hocasından kesinlikle öneriyor.,1
Xpxpxppx,TK221,Hülya Bulut,Notu boldur ancak dersi inanılmaz derece çok sıkıcıdır. Çoğu kişinin dersini ve kendisini eğlenceli bulmasına şaşırırım.,0.5
Xpxpxppx,TK222,Hülya Bulut,Xpxpxppx TK222 dersini Hülya Bulut hocasından ne iyi ne kötü buluyor.,0.5
perenito,TK221,Hülya Bulut,"Hülya Hoca çok tatlıdır, dersler keyifli geçer, notlandırması da boldur ancak bence bu dönem diğer hocaların aksine özellikle finalde biraz tuhaf sorular sordu ve finali yazmak TK için biraz fazla uğraştırıcı geldi bana. Eğer dersleri çok dinlemeyeceğim diyorsanız başka bir hocadan almakta fayda var, onun dışında zaten rahat AA alabileceğiniz bir ders.",0.5
zeynolingo,TK222,Hülya Bulut,zeynolingo TK222 dersini Hülya Bulut hocasından ne iyi ne kötü buluyor.,0.5
perse,MATH105,Sinan S.işik,perse MATH105 dersini Sinan S.işik hocasından şiddetle önermiyor.,0
dionysus,MATH105,Sinan S.işik,Hocası tatlı ama ders bir üniversiteye yakışmayacak düzeyde bir ders. Tabii ortaokul matematiği bilerek AA alınabileceği için herkes övüyor.,0
eksiyazari,MATH105,Sinan S.işik,"Basarili ve basarisiz ogrenciyi ayiramayan bir sistem,",0
luasmica,MATH105,Sinan S.işik,sinan hocanın neden yıllardır en iyi hoca seçildiğine ve okulun artık yine mi sen dercesine plaket vermeyi bırakmasına şaşırmamalı.,1
persona,MATH105,Sinan S.işik,"Okuldaki en kolay ders. Online dönemde almıştım; midterm yerine dönem içinde iki haftada bir quiz yapmıştı ve bu quizlerin en yüksek birkaç tanesini saymıştı. Finalde ise biri normal final döneminde, diğeri de make-up döneminde olmak üzeri 2 sınav yapmıştı ve yine sınavların en yükseğini saymıştı. Quiz günü hocanın paylaştığı kaynaklara ve sorulara bakarak çok kolay AA ile geçebilirsiniz.",1
mozsoy,MATH106,Sinan S.işik,mozsoy MATH106 dersini Sinan S.işik hocasından kesinlikle öneriyor.,1
mozsoy,MATH105,Sinan S.işik,mozsoy MATH105 dersini Sinan S.işik hocasından kesinlikle öneriyor.,1
marasdondurmasi,MATH105,Sinan S.işik,marasdondurmasi MATH105 dersini Sinan S.işik hocasından kesinlikle öneriyor.,1
kirisim,MATH105,Sinan S.işik,kirisim MATH105 dersini Sinan S.işik hocasından kesinlikle öneriyor.,1
voila,MATH106,Sinan S.işik,voila MATH106 dersini Sinan S.işik hocasından kesinlikle öneriyor.,1
vantilator,MATH105,Sinan S.işik,vantilator MATH105 dersini Sinan S.işik hocasından kesinlikle öneriyor.,1
Nisann,MATH105,Sinan S.işik,Nisann MATH105 dersini Sinan S.işik hocasından kesinlikle öneriyor.,1
Muhabir,MATH106,Sinan S.işik,"Epeyi kolay ders olmakla birlikte MATH105 kadar beleş değildir, zira bu ders için oturup gerçekten de temel seviyede kalkülüs öğrenmeniz gerekecek. Yine de MATH105'in ardından okuldaki en beleş 2. matematik dersi ve muhtemelen en beleş math/science elective'lerden biridir. Notlandırması feci kolaydır. Sinan Hoca da pek hoş adamdır. Gönül rahatlığıyla bu dersi alabilirsiniz.",1
Muhabir,MATH105,Sinan S.işik,Okuldaki en beleş derslerden biridir. Notlandırması aşırı kolaydır. Sinan Hoca da feci kafası rahat ve hoş adamdır. Beleşe geçmelik math/science elective arıyorsanız yapıştırın.,1
hifa,MATH106,Sinan S.işik,hifa MATH106 dersini Sinan S.işik hocasından kesinlikle öneriyor.,1
hifa,MATH105,Sinan S.işik,hifa MATH105 dersini Sinan S.işik hocasından kesinlikle öneriyor.,1
hoppiko,MATH106,Sinan S.işik,"Hoca süper, kesin AA'larsınız aşırı kolay",1
hoppiko,MATH105,Sinan S.işik,Çok tatlı bir hoca ve kesin AA,1
kkekikk,MATH105,Sinan S.işik,kkekikk MATH105 dersini Sinan S.işik hocasından kesinlikle öneriyor.,1
ozdemiremir,MATH105,Sinan S.işik,ozdemiremir MATH105 dersini Sinan S.işik hocasından kesinlikle öneriyor.,1
tlsn,MATH105,Sinan S.işik,tlsn MATH105 dersini Sinan S.işik hocasından kesinlikle öneriyor.,1
karpuzçekirdeği,MATH106,Sinan S.işik,karpuzçekirdeği MATH106 dersini Sinan S.işik hocasından kesinlikle öneriyor.,1
michaeltownsend,MATH106,Sinan S.işik,michaeltownsend MATH106 dersini Sinan S.işik hocasından kesinlikle öneriyor.,1
sansarsalvo,MATH106,Sinan S.işik,sansarsalvo MATH106 dersini Sinan S.işik hocasından kesinlikle öneriyor.,1
prettypolly,MATH106,Sinan S.işik,prettypolly MATH106 dersini Sinan S.işik hocasından kesinlikle öneriyor.,1
SilecekSuyu,MATH106,Sinan S.işik,SilecekSuyu MATH106 dersini Sinan S.işik hocasından kesinlikle öneriyor.,1
hifa,MATH101,Sinan S.işik,hifa MATH101 dersini Sinan S.işik hocasından kesinlikle öneriyor.,1
saka,MATH105,Sinan S.işik,saka MATH105 dersini Sinan S.işik hocasından kesinlikle öneriyor.,1
Muhammet Balcı,MATH105,Sinan S.işik,Muhammet Balcı MATH105 dersini Sinan S.işik hocasından kesinlikle öneriyor.,1
user,MATH105,Sinan S.işik,"Sinan Işık aşktır, çalışma alanına da aşıktır, tertipli düzenli bir prensestir en önemlisi öğrenciyi hiç mi hiç mağdur etmez. milyon tane quiz yapar, verileri değiştirerek aynı soruları makeupta finalde de sorar. aklı başında olan çözümü öğrenip rahatça geçer melek yüzlümün dersinden.",1
miray,MATH105,Sinan S.işik,miray MATH105 dersini Sinan S.işik hocasından kesinlikle öneriyor.,1
esra,MATH106,Sinan S.işik,"Çok tatlı biri ya. Yüz yüze dönemde almıştım, sonlara doğru çok fazla kişi gelmiyordu (4-5 kişi olabiliyorduk koca amfide) ama buna rağmen tatlı tatlı, hiç uslübünü bozmadan anlatıyordu. Baya kolay bir ders, lisede türev integral gördüyseniz math106 çerezlik",1
isamusa,MATH105,Sinan S.işik,isamusa MATH105 dersini Sinan S.işik hocasından kesinlikle öneriyor.,1
michaeltownsend,MATH105,Sinan S.işik,michaeltownsend MATH105 dersini Sinan S.işik hocasından kesinlikle öneriyor.,1
daikalos,MATH105,Sinan S.işik,daikalos MATH105 dersini Sinan S.işik hocasından kesinlikle öneriyor.,1
amanbe,MATH105,Sinan S.işik,amanbe MATH105 dersini Sinan S.işik hocasından kesinlikle öneriyor.,1
good4mista,MATH105,Sinan S.işik,"Sinan hoca sistemini en öğrenci dostu olacak şekilde programlar. Toplam 9 quiz yapıp en yüksek 4ünü aldı ve finale de makeup koydu notlar yükselsin diye. Midterm yerine genellikle iki haftada bir quiz yapıyor. 105/106 sistemi aynı, bir kere kaydı dinleyerek ya da notu okuyarak AA alınır. (sadece 106daki gibi canlı ders/kayıt seçeceği koymaması üzdü, geçen yılın kayıtlarını atıyordu)",1
good4mista,MATH106,Sinan S.işik,"Sinan hoca sistemini en öğrenci dostu olacak şekilde programlar. Toplam 9 quiz yapıp en yüksek 4ünü aldı ve finale de makeup koydu notlar yükselsin diye. Midterm yerine genellikle iki haftada bir quiz yapıyor. 105/106 sistemi aynı, bir kere kaydı dinleyerek ya da notu okuyarak AA alınır.",1
sansarsalvo,MATH105,Sinan S.işik,sansarsalvo MATH105 dersini Sinan S.işik hocasından kesinlikle öneriyor.,1
bcelikal,MATH105,Sinan S.işik,bcelikal MATH105 dersini Sinan S.işik hocasından kesinlikle öneriyor.,1
kucukhamsi,MATH105,Sinan S.işik,"kendine ait bir sistemi var AA notunu 85'e çekmiş, eski kayıtları yüklüyor, konular kolay yani kısacası çok uğraşmadan kolayca iyi notlar alabiliyorsunuz",1
twinflamebruise,MATH105,Sinan S.işik,twinflamebruise MATH105 dersini Sinan S.işik hocasından kesinlikle öneriyor.,1
Leyligul,MATH105,Sinan S.işik,Sinan hoca mükemmel bir sistem bulmuş bu sayede yüksek not alabiliyosunuz sozelci olsanız bile. Matematigim iyi olduğu için dönem içinde hiç çalışmadım desem yeridir PSlere de girmedim ama yapılıyor yani zor değil. Kötü geçen quizi kurtarma şansınız hep var bu yüzden üzülmeyin ben bazen 8 alınca kalmış gibi üzülüyordum öyle yapmayın. Math106 yi da almayı düşünüyorum zorunlu dersim olmamasına rağmen. Sinan hoca da uzaktan göründüğü kadar tatlıs birisi,1
TheSickeningGuy,MATH105,Sinan S.işik,Yani büyük konuşmak istemiyorum ama AA ile geçmemek için çaba falan sarfetmeniz gerekiyor. Aşırı öğrenci dostu bir hoca ve notlandırma sistemi.,1
pestemal,MATH105,Sinan S.işik,"Dersi AA ile geçmemiz için elinden geleni yaptı gerçekten, sağolsun çok",1
musasow31,MATH105,Sinan S.işik,"Gördüğüm en öğrenci dostu hoca, sınıfın yarısından çoğu AA ile geçti, isteğe göre ekstra dersler koydu.",1
mathilda,MATH101,Sinan S.işik,mathilda MATH101 dersini Sinan S.işik hocasından kesinlikle öneriyor.,1
reginaphalange,MATH105,Sinan S.işik,bu yil okul yuzunden kafayi yiyip taksimde kendimi yakmadiysam bunun sebebi sinan hocadir. sinan hoca asktir candir hayat kurtaricidir <3<3<3,1
akirakurosawa,MATH106,Sinan S.işik,akirakurosawa MATH106 dersini Sinan S.işik hocasından kesinlikle öneriyor.,1
karpuzçekirdeği,MATH105,Sinan S.işik,"Ders konularının neredeyse hepsi lisede gösterilen matematik konularından oluşuyor. Ben math105'i online olarak aldım, Sinan hoca ders için kurduğu sistemle yüksek almanız için elinden geleni yapmış. Dersle alakalı materyallerin hepsini moodleda düzenli bir şekilde bulabiliyorsunuz. Quiz soruları da soru çözümündeki sorulara benzer soruluyor. Ders kayıtlarını x2 hızda izleyip soru çözümlerindeki sorulara da bakarsanız rahat rahat yüksek notla geçebilirsiniz.",1
distilled,MATH105,Sinan S.işik,distilled MATH105 dersini Sinan S.işik hocasından kesinlikle öneriyor.,1
voila,MATH105,Sinan S.işik,voila MATH105 dersini Sinan S.işik hocasından kesinlikle öneriyor.,1
ladyofwhispers,MATH105,Sinan S.işik,ladyofwhispers MATH105 dersini Sinan S.işik hocasından kesinlikle öneriyor.,1
Boleo27,MATH105,Sinan S.işik,Boleo27 MATH105 dersini Sinan S.işik hocasından kesinlikle öneriyor.,1
Damdadam,MATH105,Sinan S.işik,kral,1
Eylulleblebici,MATH105,Sinan S.işik,okuldaki en öğrenci dostu hocalardan biri.,1
Kropotkin,MATH106,Sinan S.işik,"Şakasız dünya tatlısı adam. Kastırmıyor, çözdüğü soruların çok benzerleri quiz ve finalde karşınıza çıkıyor. Aklınızda soru işareti kalmasın.",1
doppler,MATH105,Sinan S.işik,öğrenci dostu sıfatının vücut bulmuş hali,1
Jefrey,MATH106,Sinan S.işik,Jefrey MATH106 dersini Sinan S.işik hocasından kesinlikle öneriyor.,1
michaelscott,MATH105,Sinan S.işik,michaelscott MATH105 dersini Sinan S.işik hocasından kesinlikle öneriyor.,1
ruby,MATH106,Sinan S.işik,Sinan hocanın dersinden düşük not alabilmek için ekstra çaba harcamanız gerek. Maillere en hızlı cevap veren hocalardan biridir ve öğrencilerinin işini kolaylaştırmak için elinden geleni yapar. Finallerde bazı derslere ağlayarak çalışırken Sinan hocanın vurguladığı yerleri çalışırsanız Math106 finalinden endişe etmezsiniz.,1
michaelscott,MATH106,Sinan S.işik,Okuldaki en öğrenci dostu hocalardan biri diyebilirim. Yaptığı quizlerin ve final sorular kolay-orta seviyede bu nedenle de dersten aa almak oldukça kolay. Textbookta olan soruları ve PS te çözülen sorulara bakmanızı öneririm çünkü sorular oradaki soruların benzeri oluyor.,1
birisi,MATH106,Sinan S.işik,"Hoca gerçekten öğrenci dostu. Ayrıca zaten iki haftada bir sınavlar, quizler derken istemeseniz bile iyi bir not alıyorsunuz, öneririm.",1
bounlu83,MATH106,Sinan S.işik,bounlu83 MATH106 dersini Sinan S.işik hocasından kesinlikle öneriyor.,1
eko,MATH106,Sinan S.işik,eko MATH106 dersini Sinan S.işik hocasından kesinlikle öneriyor.,1
falafel,MATH105,Sinan S.işik,falafel MATH105 dersini Sinan S.işik hocasından kesinlikle öneriyor.,1
itsmenil,MATH105,Sinan S.işik,itsmenil MATH105 dersini Sinan S.işik hocasından kesinlikle öneriyor.,1
shoyo,MATH105,Sinan S.işik,harikadan bin adım öndedir,1
Lagertha,MATH105,Sinan S.işik,Lagertha MATH105 dersini Sinan S.işik hocasından kesinlikle öneriyor.,1
muffle,MATH105,Sinan S.işik,muffle MATH105 dersini Sinan S.işik hocasından kesinlikle öneriyor.,1
iiii,MATH105,Sinan S.işik,iiii MATH105 dersini Sinan S.işik hocasından kesinlikle öneriyor.,1
--,MATH105,Sinan S.işik,-- MATH105 dersini Sinan S.işik hocasından kesinlikle öneriyor.,1
turp,MATH105,Sinan S.işik,turp MATH105 dersini Sinan S.işik hocasından kesinlikle öneriyor.,1
promethe_a,MATH106,Sinan S.işik,promethe_a MATH106 dersini Sinan S.işik hocasından kesinlikle öneriyor.,1
promethe_a,MATH105,Sinan S.işik,promethe_a MATH105 dersini Sinan S.işik hocasından kesinlikle öneriyor.,1
amanbe,MATH101,Sinan S.işik,Ders baya lise matematiğinin bir tık üstü hıca da tam öğrenci yanlısı tatlı biri matematiğiniz fena değilse derse girmeden bile yüksek alabilirsiniz,1
birbalik,MATH105,Sinan S.işik,"online dönemi çok iyi yönettiğini düşündüğüm aşırı tatlı hocamız. gerçekten kimsenin mağdur olmaması için elinden geleni yaptı, quizleri olsun make-upları olsun. matematiğiniz iyiyse kolayca AA alabilirsiniz.",1
mertoloji,MATH105,Sinan S.işik,öğrenci dostu. anlayışlı ve hoşgörülü. online dönemi çok iyi yönetti. hocanın kötü yanı yok yani diyecek bir şey bulamadım.,1
tarantuladegil,MATH105,Sinan S.işik,"hocam... hafta sonu attığım maile bile 20 dakikada dönen sinan hocam... sizi seviyorum hocam. normal dönemlerde sınavlarının bir tık daha zor olduğu söylenir. ben pandemi döneminde alan biri olarak söyleyebilirim ki sadece ps sorularını çözerek tüm quizlerden 10 alabilirsiniz. bi-weekly quizlerle üzerimizden vize yükünü kaldırdı, ikisine de girip notumuzu yükseltebileceğimiz finaller hazırladı. iki saat olan dersleri tek saat işledi. muhteşem bir yönetim, anlayış ve hız. sinan s. ışık bir başkadır.",1
